Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Gears,City_Hwy_Consumption_Ratio,Engine_Size_per_Cylinder,CO2_per_L100km,Vehicle_Size_Group,Fuel_Type_Label
TOYOTA,Camry Hybrid LE,MID-SIZE,2.5,4,AV,X,4.9,4.8,4.9,58,113,6,1.021,0.625,23.06,Mid-size,Regular Gasoline
TOYOTA,Camry Hybrid XLE/SE,MID-SIZE,2.5,4,AV,X,5.3,5.0,5.1,55,121,6,1.06,0.625,23.73,Mid-size,Regular Gasoline
TOYOTA,C-HR,COMPACT,2.0,4,AS,X,8.7,7.5,8.2,34,189,7,1.16,0.5,23.05,Compact/Small,Regular Gasoline
TOYOTA,Corolla,MID-SIZE,1.8,4,AV,X,8.3,6.5,7.5,38,174,,1.277,0.45,23.2,Mid-size,Regular Gasoline
TOYOTA,Corolla,MID-SIZE,1.8,4,AV,X,8.3,6.7,7.6,37,178,7,1.239,0.45,23.42,Mid-size,Regular Gasoline
TOYOTA,Corolla,MID-SIZE,1.8,4,M,X,8.5,6.6,7.6,37,178,6,1.288,0.45,23.42,Mid-size,Regular Gasoline
TOYOTA,Corolla LE Eco,MID-SIZE,1.8,4,AV,X,7.8,5.9,6.9,41,163,,1.322,0.45,23.62,Mid-size,Regular Gasoline
TOYOTA,Corolla Hatchback,COMPACT,2.0,4,AV,X,7.5,5.8,6.7,42,157,10,1.293,0.5,23.43,Compact/Small,Regular Gasoline
TOYOTA,Corolla Hatchback,COMPACT,2.0,4,M,X,8.4,6.3,7.5,38,174,6,1.333,0.5,23.2,Compact/Small,Regular Gasoline
TOYOTA,Highlander,SUV - SMALL,3.5,6,AS,X,11.8,8.7,10.3,27,243,8,1.356,0.583,23.59,SUV,Regular Gasoline
TOYOTA,Highlander AWD,SUV - STANDARD,3.5,6,AS,X,12.1,9.0,10.6,27,250,8,1.344,0.583,23.58,SUV,Regular Gasoline
TOYOTA,Highlander AWD (Start/Stop System),SUV - STANDARD,3.5,6,AS,X,12.0,8.9,10.6,27,248,8,1.348,0.583,23.4,SUV,Regular Gasoline
TOYOTA,Highlander AWD LE,SUV - STANDARD,3.5,6,AS,X,11.7,8.8,10.4,27,242,8,1.33,0.583,23.27,SUV,Regular Gasoline
TOYOTA,Highlander Hybrid AWD,SUV - STANDARD,3.5,6,AV,X,8.1,8.5,8.3,34,193,6,0.953,0.583,23.25,SUV,Regular Gasoline
TOYOTA,Prius,MID-SIZE,1.8,4,AV,X,4.4,4.6,4.4,64,105,,0.957,0.45,23.86,Mid-size,Regular Gasoline
TOYOTA,Prius AWD,MID-SIZE,1.8,4,AV,X,4.5,4.9,4.7,60,109,,0.918,0.45,23.19,Mid-size,Regular Gasoline
TOYOTA,Prius c,COMPACT,1.5,4,AV,X,4.9,5.5,5.1,55,120,,0.891,0.375,23.53,Compact/Small,Regular Gasoline
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS,X,8.8,6.7,7.8,36,183,8,1.313,0.625,23.46,SUV,Regular Gasoline
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS,X,9.2,7.1,8.3,34,190,8,1.296,0.625,22.89,SUV,Regular Gasoline
TOYOTA,RAV4 Hybrid AWD,SUV - SMALL,2.5,4,AV,X,5.8,6.3,6.0,47,140,6,0.921,0.625,23.33,SUV,Regular Gasoline
TOYOTA,Sequoia 4WD,SUV - STANDARD,5.7,8,AS,X,18.4,13.8,16.4,17,384,6,1.333,0.712,23.41,SUV,Regular Gasoline
TOYOTA,Sienna,MINIVAN,3.5,6,AS,X,12.4,8.9,10.8,26,254,8,1.393,0.583,23.52,Truck/Van,Regular Gasoline
TOYOTA,Sienna AWD,MINIVAN,3.5,6,AS,X,13.4,9.6,11.7,24,274,8,1.396,0.583,23.42,Truck/Van,Regular Gasoline
TOYOTA,Tacoma,PICKUP TRUCK - SMALL,2.7,4,AS,X,12.1,10.1,11.2,25,263,6,1.198,0.675,23.48,Truck/Van,Regular Gasoline
TOYOTA,Tacoma 4WD,PICKUP TRUCK - SMALL,2.7,4,AS,X,12.7,10.6,11.7,24,274,6,1.198,0.675,23.42,Truck/Van,Regular Gasoline
TOYOTA,Tacoma 4WD,PICKUP TRUCK - SMALL,3.5,6,AS,X,13.0,10.5,11.9,24,278,6,1.238,0.583,23.36,Truck/Van,Regular Gasoline
TOYOTA,Tacoma 4WD,PICKUP TRUCK - SMALL,3.5,6,M,X,13.8,11.4,12.7,22,299,6,1.211,0.583,23.54,Truck/Van,Regular Gasoline
TOYOTA,Tacoma 4WD D-Cab Off-Road,PICKUP TRUCK - SMALL,3.5,6,M,X,13.8,11.7,12.9,22,300,6,1.179,0.583,23.26,Truck/Van,Regular Gasoline
TOYOTA,Tundra,PICKUP TRUCK - STANDARD,5.7,8,AS,X,17.7,13.6,15.9,18,371,6,1.301,0.712,23.33,Truck/Van,Regular Gasoline
TOYOTA,Tundra 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS,X,16.8,13.1,14.9,19,354,6,1.282,0.575,23.76,Truck/Van,Regular Gasoline
TOYOTA,Tundra 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS,X,18.0,14.1,16.3,17,382,6,1.277,0.712,23.44,Truck/Van,Regular Gasoline
TOYOTA,Yaris,COMPACT,1.5,4,AS,X,7.3,5.8,6.6,43,155,6,1.259,0.375,23.48,Compact/Small,Regular Gasoline
TOYOTA,Yaris (SIL),COMPACT,1.5,4,M,X,7.8,6.0,6.8,42,164,6,1.3,0.375,24.12,Compact/Small,Regular Gasoline
TOYOTA,Yaris Hatchback,COMPACT,1.5,4,A,X,7.9,6.8,7.4,38,173,4,1.162,0.375,23.38,Compact/Small,Regular Gasoline
TOYOTA,Yaris Hatchback,COMPACT,1.5,4,M,X,7.8,6.5,7.2,39,169,5,1.2,0.375,23.47,Compact/Small,Regular Gasoline
VOLKSWAGEN,Arteon 4MOTION,FULL-SIZE,2.0,4,AS,Z,12.0,8.6,10.4,27,244,8,1.395,0.5,23.46,Mid-size,Premium Gasoline
VOLKSWAGEN,Atlas,SUV - SMALL,2.0,4,AS,X,11.6,9.1,10.5,27,245,8,1.275,0.5,23.33,SUV,Regular Gasoline
VOLKSWAGEN,Atlas 4MOTION,SUV - STANDARD,3.6,6,AS,X,13.8,10.2,12.2,23,286,8,1.353,0.6,23.44,SUV,Regular Gasoline
VOLKSWAGEN,Beetle,COMPACT,2.0,4,AS,X,9.0,7.1,8.2,34,191,6,1.268,0.5,23.29,Compact/Small,Regular Gasoline
VOLKSWAGEN,Beetle Convertible,SUBCOMPACT,2.0,4,AS,X,9.0,7.1,8.2,34,191,6,1.268,0.5,23.29,Compact/Small,Regular Gasoline
VOLKSWAGEN,Beetle Dune,COMPACT,2.0,4,AS,X,9.1,6.9,8.1,35,189,6,1.319,0.5,23.33,Compact/Small,Regular Gasoline
VOLKSWAGEN,Beetle Dune Convertible,SUBCOMPACT,2.0,4,AS,X,9.1,6.9,8.1,35,189,6,1.319,0.5,23.33,Compact/Small,Regular Gasoline
VOLKSWAGEN,Golf,COMPACT,1.4,4,AS,X,8.1,6.4,7.4,38,172,8,1.266,0.35,23.24,Compact/Small,Regular Gasoline
VOLKSWAGEN,Golf,COMPACT,1.4,4,M,X,8.2,6.3,7.4,38,172,6,1.302,0.35,23.24,Compact/Small,Regular Gasoline
VOLKSWAGEN,Golf GTI,COMPACT,2.0,4,AM,X,9.6,7.5,8.6,33,202,7,1.28,0.5,23.49,Compact/Small,Regular Gasoline
VOLKSWAGEN,Golf GTI,COMPACT,2.0,4,M,X,9.8,7.3,8.7,32,203,6,1.342,0.5,23.33,Compact/Small,Regular Gasoline
VOLKSWAGEN,Golf R,COMPACT,2.0,4,AM,Z,10.2,7.9,9.2,31,213,7,1.291,0.5,23.15,Compact/Small,Premium Gasoline
VOLKSWAGEN,Golf R,COMPACT,2.0,4,M,Z,11.4,8.2,9.9,29,232,6,1.39,0.5,23.43,Compact/Small,Premium Gasoline
VOLKSWAGEN,Golf Alltrack,STATION WAGON - SMALL,1.8,4,AM,X,10.7,8.0,9.4,30,220,6,1.338,0.45,23.4,Mid-size,Regular Gasoline
VOLKSWAGEN,Golf Alltrack,STATION WAGON - SMALL,1.8,4,M,X,11.1,7.8,9.6,29,225,6,1.423,0.45,23.44,Mid-size,Regular Gasoline
VOLKSWAGEN,Golf SportWagen,STATION WAGON - SMALL,1.4,4,AS,X,8.6,6.5,7.6,37,178,8,1.323,0.35,23.42,Mid-size,Regular Gasoline
VOLKSWAGEN,Golf SportWagen,STATION WAGON - SMALL,1.4,4,M,X,8.2,6.3,7.4,38,172,6,1.302,0.35,23.24,Mid-size,Regular Gasoline
VOLKSWAGEN,Golf SportWagen 4MOTION,STATION WAGON - SMALL,1.8,4,AM,X,10.8,8.1,9.6,29,224,6,1.333,0.45,23.33,Mid-size,Regular Gasoline
VOLKSWAGEN,Golf SportWagen 4MOTION,STATION WAGON - SMALL,1.8,4,M,X,10.8,7.6,9.3,30,218,6,1.421,0.45,23.44,Mid-size,Regular Gasoline
VOLKSWAGEN,Jetta,COMPACT,1.4,4,AS,X,7.8,5.9,7.0,40,162,8,1.322,0.35,23.14,Compact/Small,Regular Gasoline
VOLKSWAGEN,Jetta,COMPACT,1.4,4,M,X,7.9,5.9,7.0,40,163,6,1.339,0.35,23.29,Compact/Small,Regular Gasoline
VOLKSWAGEN,Jetta GLI,COMPACT,2.0,4,AM,X,9.3,7.2,8.4,34,196,7,1.292,0.5,23.33,Compact/Small,Regular Gasoline
VOLKSWAGEN,Jetta GLI,COMPACT,2.0,4,M,X,9.6,7.3,8.5,33,200,6,1.315,0.5,23.53,Compact/Small,Regular Gasoline
VOLKSWAGEN,Passat,MID-SIZE,2.0,4,AS,X,9.3,6.5,8.1,35,188,6,1.431,0.5,23.21,Mid-size,Regular Gasoline
VOLKSWAGEN,Tiguan,SUV - SMALL,2.0,4,AS,X,10.7,8.0,9.5,30,221,8,1.338,0.5,23.26,SUV,Regular Gasoline
VOLKSWAGEN,Tiguan 4MOTION,SUV - SMALL,2.0,4,AS,X,11.1,8.1,9.8,29,228,8,1.37,0.5,23.27,SUV,Regular Gasoline
VOLVO,S60 T5,COMPACT,2.0,4,AS,Z,9.9,6.6,8.4,34,197,8,1.5,0.5,23.45,Compact/Small,Premium Gasoline
VOLVO,S60 T6 AWD,COMPACT,2.0,4,AS,Z,11.1,7.3,9.4,30,218,8,1.521,0.5,23.19,Compact/Small,Premium Gasoline
VOLVO,S90 T5 AWD,MID-SIZE,2.0,4,AS,Z,10.6,7.4,9.2,31,215,8,1.432,0.5,23.37,Mid-size,Premium Gasoline
VOLVO,S90 T6 AWD,MID-SIZE,2.0,4,AS,Z,11.1,7.3,9.4,30,219,8,1.521,0.5,23.3,Mid-size,Premium Gasoline
VOLVO,V60 T5,STATION WAGON - SMALL,2.0,4,AS,Z,9.9,6.6,8.4,34,197,8,1.5,0.5,23.45,Mid-size,Premium Gasoline
VOLVO,V60 T6 AWD,STATION WAGON - SMALL,2.0,4,AS,Z,11.1,7.3,9.4,30,219,8,1.521,0.5,23.3,Mid-size,Premium Gasoline
VOLVO,V60 CC T5 AWD,STATION WAGON - SMALL,2.0,4,AS,Z,10.8,7.6,9.3,30,218,8,1.421,0.5,23.44,Mid-size,Premium Gasoline
VOLVO,V90 T6 AWD,STATION WAGON - MID-SIZE,2.0,4,AS,Z,11.1,7.3,9.4,30,219,8,1.521,0.5,23.3,Mid-size,Premium Gasoline
VOLVO,V90 CC T6 AWD,STATION WAGON - MID-SIZE,2.0,4,AS,Z,11.6,8.1,10.0,28,233,8,1.432,0.5,23.3,Mid-size,Premium Gasoline
VOLVO,XC40 T5 AWD,SUV - SMALL,2.0,4,AS,Z,10.3,7.5,9.0,31,211,8,1.373,0.5,23.44,SUV,Premium Gasoline
VOLVO,XC60 T5 AWD,SUV - SMALL,2.0,4,AS,Z,11.3,8.5,10.0,28,233,8,1.329,0.5,23.3,SUV,Premium Gasoline
VOLVO,XC60 T6 AWD,SUV - SMALL,2.0,4,AS,Z,11.8,8.6,10.4,27,242,8,1.372,0.5,23.27,SUV,Premium Gasoline
VOLVO,XC90 T5 AWD,SUV - STANDARD,2.0,4,AS,Z,11.3,8.5,10.0,28,233,8,1.329,0.5,23.3,SUV,Premium Gasoline
VOLVO,XC90 T6 AWD,SUV - STANDARD,2.0,4,AS,Z,12.1,8.9,10.7,26,250,8,1.36,0.5,23.36,SUV,Premium Gasoline
ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,AS,Z,12.3,9.2,10.9,26,254,9,1.337,0.583,23.3,SUV,Premium Gasoline
ACURA,RDX AWD A-SPEC,SUV - SMALL,2.0,4,AS,Z,11.3,9.1,10.3,27,241,10,1.242,0.5,23.4,SUV,Premium Gasoline
ACURA,TLX SH-AWD A-SPEC/Limited Edition,COMPACT,3.5,6,AS,Z,12.0,8.2,10.3,27,240,9,1.463,0.583,23.3,Compact/Small,Premium Gasoline
ALFA ROMEO,Giulia Quadrifoglio,MID-SIZE,2.9,6,A,Z,13.5,9.3,11.6,24,271,8,1.452,0.483,23.36,Mid-size,Premium Gasoline
ALFA ROMEO,Stelvio AWD Quadrifoglio,SUV - SMALL,2.9,6,A,Z,13.9,10.3,12.3,23,288,8,1.35,0.483,23.41,SUV,Premium Gasoline
ASTON MARTIN,Vantage V8,TWO-SEATER,4.0,8,A,Z,13.1,9.6,11.5,25,270,8,1.365,0.5,23.48,Compact/Small,Premium Gasoline
ASTON MARTIN,Vantage V8,TWO-SEATER,4.0,8,M,Z,16.7,11.2,14.2,20,333,7,1.491,0.5,23.45,Compact/Small,Premium Gasoline
AUDI,A3,SUBCOMPACT,2.0,4,AM,X,8.8,6.5,7.8,36,182,7,1.354,0.5,23.33,Compact/Small,Regular Gasoline
AUDI,A3 quattro,SUBCOMPACT,2.0,4,AM,X,10.8,8.0,9.5,30,224,7,1.35,0.5,23.58,Compact/Small,Regular Gasoline
AUDI,A3 Cabriolet quattro,SUBCOMPACT,2.0,4,AM,X,10.8,8.0,9.5,30,224,7,1.35,0.5,23.58,Compact/Small,Regular Gasoline
AUDI,A4 quattro,COMPACT,2.0,4,AM,Z,10.0,7.3,8.8,32,205,7,1.37,0.5,23.3,Compact/Small,Premium Gasoline
AUDI,A4 allroad quattro,STATION WAGON - SMALL,2.0,4,AM,Z,10.0,7.4,8.8,32,206,7,1.351,0.5,23.41,Mid-size,Premium Gasoline
AUDI,A5 quattro,SUBCOMPACT,2.0,4,AM,Z,10.0,7.3,8.8,32,205,7,1.37,0.5,23.3,Compact/Small,Premium Gasoline
AUDI,A5 Cabriolet quattro,SUBCOMPACT,2.0,4,AM,Z,10.0,7.4,8.8,32,206,7,1.351,0.5,23.41,Compact/Small,Premium Gasoline
AUDI,A5 Sportback quattro,MID-SIZE,2.0,4,AM,Z,10.0,7.3,8.8,32,205,7,1.37,0.5,23.3,Mid-size,Premium Gasoline
AUDI,A6 quattro,MID-SIZE,2.0,4,AM,Z,9.8,7.4,8.7,32,205,7,1.324,0.5,23.56,Mid-size,Premium Gasoline
AUDI,A6 quattro,MID-SIZE,3.0,6,AM,Z,10.9,8.2,9.7,29,226,7,1.329,0.5,23.3,Mid-size,Premium Gasoline
AUDI,A6 allroad,MID-SIZE,3.0,6,AM,Z,11.8,9.1,10.6,27,247,7,1.297,0.5,23.3,Mid-size,Premium Gasoline
AUDI,A7 quattro,MID-SIZE,3.0,6,AM,Z,10.9,8.2,9.7,29,226,7,1.329,0.5,23.3,Mid-size,Premium Gasoline
AUDI,A8L,FULL-SIZE,3.0,6,AS,Z,13.5,8.9,11.5,25,267,8,1.517,0.5,23.22,Mid-size,Premium Gasoline
AUDI,A8L,FULL-SIZE,4.0,8,AS,Z,15.4,10.4,13.2,21,308,8,1.481,0.5,23.33,Mid-size,Premium Gasoline
AUDI,Q5,SUV - SMALL,2.0,4,AM,Z,10.7,8.4,9.7,29,226,7,1.274,0.5,23.3,SUV,Premium Gasoline
AUDI,Q7,SUV - STANDARD,3.0,6,AS,Z,13.8,11.4,12.7,22,296,8,1.211,0.5,23.31,SUV,Premium Gasoline
AUDI,Q8,SUV - STANDARD,3.0,6,AS,Z,13.8,11.4,12.7,22,296,8,1.211,0.5,23.31,SUV,Premium Gasoline
AUDI,R8 Coupe,TWO-SEATER,5.2,10,AM,Z,17.5,11.7,14.9,19,347,7,1.496,0.52,23.29,Compact/Small,Premium Gasoline
AUDI,R8 Spyder,TWO-SEATER,5.2,10,AM,Z,17.5,11.7,14.9,19,347,7,1.496,0.52,23.29,Compact/Small,Premium Gasoline
AUDI,RS 3,SUBCOMPACT,2.5,5,AM,Z,12.1,8.4,10.4,27,243,7,1.44,0.5,23.37,Compact/Small,Premium Gasoline
AUDI,S4,COMPACT,3.0,6,AS,Z,11.8,8.9,10.5,27,245,8,1.326,0.5,23.33,Compact/Small,Premium Gasoline
AUDI,S5,SUBCOMPACT,3.0,6,AS,Z,11.8,8.9,10.5,27,245,8,1.326,0.5,23.33,Compact/Small,Premium Gasoline
AUDI,S5 Cabriolet,SUBCOMPACT,3.0,6,AS,Z,12.1,9.1,10.8,26,252,8,1.33,0.5,23.33,Compact/Small,Premium Gasoline
AUDI,S5 Sportback,MID-SIZE,3.0,6,AS,Z,11.8,8.9,10.5,27,245,8,1.326,0.5,23.33,Mid-size,Premium Gasoline
AUDI,S6,MID-SIZE,2.9,6,AS,Z,12.9,8.5,10.9,26,255,8,1.518,0.483,23.39,Mid-size,Premium Gasoline
AUDI,S7,MID-SIZE,2.9,6,AS,Z,12.9,8.5,10.9,26,255,8,1.518,0.483,23.39,Mid-size,Premium Gasoline
AUDI,S8,FULL-SIZE,4.0,8,AS,Z,17.6,10.7,14.5,19,339,8,1.645,0.5,23.38,Mid-size,Premium Gasoline
AUDI,SQ5,SUV - SMALL,3.0,6,AS,Z,13.1,10.3,11.8,24,276,8,1.272,0.5,23.39,SUV,Premium Gasoline
AUDI,TT Coupe quattro,SUBCOMPACT,2.0,4,AM,X,10.3,7.7,9.1,31,213,7,1.338,0.5,23.41,Compact/Small,Regular Gasoline
AUDI,TT Roadster quattro,TWO-SEATER,2.0,4,AM,X,10.3,7.7,9.1,31,213,7,1.338,0.5,23.41,Compact/Small,Regular Gasoline
AUDI,TT RS,SUBCOMPACT,2.5,5,AM,Z,12.1,8.2,10.3,27,241,7,1.476,0.5,23.4,Compact/Small,Premium Gasoline
BENTLEY,Bentayga,SUV - STANDARD,6.0,12,AS,Z,20.0,13.8,17.2,16,401,8,1.449,0.5,23.31,SUV,Premium Gasoline
BENTLEY,Continental GT,COMPACT,4.0,8,AM,Z,15.1,9.1,12.4,23,291,8,1.659,0.5,23.47,Compact/Small,Premium Gasoline
BENTLEY,Continental GT,COMPACT,6.0,12,AM,Z,19.0,11.6,15.7,18,364,8,1.638,0.5,23.18,Compact/Small,Premium Gasoline
BENTLEY,Continental GT Convertible,SUBCOMPACT,4.0,8,AM,Z,15.1,9.1,12.4,23,291,8,1.659,0.5,23.47,Compact/Small,Premium Gasoline
BENTLEY,Continental GT Convertible,SUBCOMPACT,6.0,12,AM,Z,19.2,12.2,16.0,18,373,8,1.574,0.5,23.31,Compact/Small,Premium Gasoline
BENTLEY,Flying Spur,MID-SIZE,6.0,12,AM,Z,19.2,12.2,16.0,18,373,8,1.574,0.5,23.31,Mid-size,Premium Gasoline
BMW,230i Cabriolet,SUBCOMPACT,2.0,4,AS,Z,10.1,7.0,8.7,32,204,8,1.443,0.5,23.45,Compact/Small,Premium Gasoline
BMW,230i xDrive Cabriolet,SUBCOMPACT,2.0,4,AS,Z,10.9,7.5,9.4,30,219,8,1.453,0.5,23.3,Compact/Small,Premium Gasoline
BMW,230i Coupe,SUBCOMPACT,2.0,4,AS,Z,9.5,7.4,8.5,33,200,8,1.284,0.5,23.53,Compact/Small,Premium Gasoline
BMW,230i xDrive Coupe,SUBCOMPACT,2.0,4,AS,Z,10.9,7.5,9.4,30,219,8,1.453,0.5,23.3,Compact/Small,Premium Gasoline
BMW,330i xDrive Sedan,COMPACT,2.0,4,AS,Z,9.5,6.9,8.3,34,195,8,1.377,0.5,23.49,Compact/Small,Premium Gasoline
BMW,430i Coupe,COMPACT,2.0,4,AS,Z,10.1,7.0,8.7,32,204,8,1.443,0.5,23.45,Compact/Small,Premium Gasoline
BMW,430i xDrive Coupe,COMPACT,2.0,4,AS,Z,10.9,7.5,9.4,30,219,8,1.453,0.5,23.3,Compact/Small,Premium Gasoline
BMW,430i xDrive Gran Coupe,COMPACT,2.0,4,AS,Z,10.9,7.5,9.4,30,219,8,1.453,0.5,23.3,Compact/Small,Premium Gasoline
BMW,440i xDrive Cabriolet,SUBCOMPACT,3.0,6,AS,Z,12.4,8.5,10.7,26,249,8,1.459,0.5,23.27,Compact/Small,Premium Gasoline
BMW,440i Coupe,COMPACT,3.0,6,AS,Z,11.4,8.1,9.9,29,231,8,1.407,0.5,23.33,Compact/Small,Premium Gasoline
BMW,440i xDrive Coupe,COMPACT,3.0,6,AS,Z,11.4,8.3,10.0,28,233,8,1.373,0.5,23.3,Compact/Small,Premium Gasoline
BMW,440i xDrive Coupe,COMPACT,3.0,6,M,Z,13.0,8.5,11.0,26,257,6,1.529,0.5,23.36,Compact/Small,Premium Gasoline
BMW,440i xDrive Gran Coupe,COMPACT,3.0,6,AS,Z,11.4,8.3,10.0,28,233,8,1.373,0.5,23.3,Compact/Small,Premium Gasoline
BMW,530i xDrive Sedan,MID-SIZE,2.0,4,AS,Z,9.9,7.5,8.8,32,206,8,1.32,0.5,23.41,Mid-size,Premium Gasoline
BMW,540i xDrive Sedan,MID-SIZE,3.0,6,AS,Z,10.7,8.1,9.5,30,222,8,1.321,0.5,23.37,Mid-size,Premium Gasoline
BMW,750i xDrive Sedan,FULL-SIZE,4.4,8,AS,Z,14.5,9.9,12.4,23,290,8,1.465,0.55,23.39,Mid-size,Premium Gasoline
BMW,750Li xDrive Sedan,FULL-SIZE,4.4,8,AS,Z,14.5,9.9,12.4,23,290,8,1.465,0.55,23.39,Mid-size,Premium Gasoline
BMW,Alpina B7 xDrive,FULL-SIZE,4.4,8,AS,Z,14.5,9.9,12.4,23,290,8,1.465,0.55,23.39,Mid-size,Premium Gasoline
BMW,M2 Competition,SUBCOMPACT,3.0,6,AM,Z,14.1,10.3,12.4,23,290,7,1.369,0.5,23.39,Compact/Small,Premium Gasoline
BMW,M240i Cabriolet,SUBCOMPACT,3.0,6,AS,Z,11.4,8.1,9.9,29,231,8,1.407,0.5,23.33,Compact/Small,Premium Gasoline
BMW,M240i Cabriolet,SUBCOMPACT,3.0,6,M,Z,12.7,8.8,10.9,26,255,6,1.443,0.5,23.39,Compact/Small,Premium Gasoline
BMW,M240i xDrive Cabriolet,SUBCOMPACT,3.0,6,AS,Z,11.4,8.3,10.0,28,233,8,1.373,0.5,23.3,Compact/Small,Premium Gasoline
BMW,M240i Coupe,SUBCOMPACT,3.0,6,AS,Z,11.4,8.1,9.9,29,231,8,1.407,0.5,23.33,Compact/Small,Premium Gasoline
BMW,M240i Coupe M Performance,SUBCOMPACT,3.0,6,AS,Z,11.4,8.1,9.9,29,231,8,1.407,0.5,23.33,Compact/Small,Premium Gasoline
BMW,M240i Coupe,SUBCOMPACT,3.0,6,M,Z,12.7,8.8,10.9,26,255,6,1.443,0.5,23.39,Compact/Small,Premium Gasoline
BMW,M240i Coupe M Performance,SUBCOMPACT,3.0,6,M,Z,12.7,8.8,10.9,26,255,6,1.443,0.5,23.39,Compact/Small,Premium Gasoline
BMW,M240i xDrive Coupe,SUBCOMPACT,3.0,6,AS,Z,11.4,8.3,10.0,28,233,8,1.373,0.5,23.3,Compact/Small,Premium Gasoline
BMW,M240i xDrive Coupe M Performance,SUBCOMPACT,3.0,6,AS,Z,11.4,8.3,10.0,28,233,8,1.373,0.5,23.3,Compact/Small,Premium Gasoline
BMW,M340i xDrive Sedan,COMPACT,3.0,6,AS,Z,11.4,8.3,10.0,28,233,8,1.373,0.5,23.3,Compact/Small,Premium Gasoline
BMW,M4 Coupe,COMPACT,3.0,6,AM,Z,14.1,10.3,12.4,23,290,7,1.369,0.5,23.39,Compact/Small,Premium Gasoline
BMW,M4 Coupe Competition,COMPACT,3.0,6,AM,Z,14.1,10.3,12.4,23,290,7,1.369,0.5,23.39,Compact/Small,Premium Gasoline
BMW,M4 CS,COMPACT,3.0,6,AM,Z,14.1,10.3,12.4,23,290,7,1.369,0.5,23.39,Compact/Small,Premium Gasoline
BMW,M5 Sedan,MID-SIZE,4.4,8,AS,Z,16.0,11.0,13.8,20,322,8,1.455,0.55,23.33,Mid-size,Premium Gasoline
BMW,M5 Competition,MID-SIZE,4.4,8,AS,Z,16.0,11.0,13.8,20,322,8,1.455,0.55,23.33,Mid-size,Premium Gasoline
BMW,M550i xDrive Sedan,MID-SIZE,4.4,8,AS,Z,13.6,9.3,11.7,24,273,8,1.462,0.55,23.33,Mid-size,Premium Gasoline
BMW,M760i xDrive Sedan,FULL-SIZE,6.6,12,AS,Z,17.8,11.9,15.1,19,354,8,1.496,0.55,23.44,Mid-size,Premium Gasoline
BMW,M8 Cabriolet,SUBCOMPACT,4.4,8,AS,Z,16.0,11.0,13.8,20,322,8,1.455,0.55,23.33,Compact/Small,Premium Gasoline
BMW,M8 Cabriolet Competition,SUBCOMPACT,4.4,8,AS,Z,16.0,11.0,13.8,20,322,8,1.455,0.55,23.33,Compact/Small,Premium Gasoline
BMW,M8 Coupe,SUBCOMPACT,4.4,8,AS,Z,16.0,11.0,13.8,20,322,8,1.455,0.55,23.33,Compact/Small,Premium Gasoline
BMW,M8 Coupe Competition,SUBCOMPACT,4.4,8,AS,Z,16.0,11.0,13.8,20,322,8,1.455,0.55,23.33,Compact/Small,Premium Gasoline
BMW,M8 Gran Coupe,MID-SIZE,4.4,8,AS,Z,16.0,11.0,13.8,20,322,8,1.455,0.55,23.33,Mid-size,Premium Gasoline
BMW,M8 Gran Coupe Competition,MID-SIZE,4.4,8,AS,Z,16.0,11.0,13.8,20,322,8,1.455,0.55,23.33,Mid-size,Premium Gasoline
BMW,M850i xDrive Cabriolet,SUBCOMPACT,4.4,8,AS,Z,14.5,9.9,12.4,23,290,8,1.465,0.55,23.39,Compact/Small,Premium Gasoline
BMW,M850i xDrive Coupe,SUBCOMPACT,4.4,8,AS,Z,13.6,9.3,11.7,24,273,8,1.462,0.55,23.33,Compact/Small,Premium Gasoline
BMW,M850i xDrive Gran Coupe,MID-SIZE,4.4,8,AS,Z,14.5,9.9,12.4,23,290,8,1.465,0.55,23.39,Mid-size,Premium Gasoline
BMW,X1 xDrive28i,SUV - SMALL,2.0,4,AS,Z,10.3,7.7,9.1,31,213,8,1.338,0.5,23.41,SUV,Premium Gasoline
BMW,X2 xDrive28i,SUV - SMALL,2.0,4,AS,Z,9.9,7.6,8.8,32,207,8,1.303,0.5,23.52,SUV,Premium Gasoline
BMW,X2 M35i,SUV - SMALL,2.0,4,AS,Z,10.0,7.8,9.0,31,210,8,1.282,0.5,23.33,SUV,Premium Gasoline
BMW,X3 xDrive30i,SUV - SMALL,2.0,4,AS,Z,10.0,8.2,9.2,31,215,8,1.22,0.5,23.37,SUV,Premium Gasoline
BMW,X3 M,SUV - SMALL,3.0,6,AS,Z,16.6,12.1,14.6,19,339,8,1.372,0.5,23.22,SUV,Premium Gasoline
BMW,X3 M Competition,SUV - SMALL,3.0,6,AS,Z,16.6,12.1,14.6,19,339,8,1.372,0.5,23.22,SUV,Premium Gasoline
